id.user,font,iteration,id.passage,passage,words,chars,sentences,wpm,seconds,timestamp,is.fastest,is.slowest,is.non.fiction,order.passage,fonts.per.passage,pass.comprehend,font.fam,pass.fam,pass.int,total.passages,fave.font,fave.font.fam,device,age,gender,language,lang.comf,minutes,avg.user.wpm,avg.user.comp,comp.binary,is.fave.font,weight
83,calibri,1,24,"The Pueblo region of the United States is historically known as an area where pottery was practiced and worked to perfection. The Pueblos’ first necessity of life is the transportation and preservation of water. In an effort to transport water, the people once tried using skins of animals, but this was unsuccessful as the water sitting in animal skins in a hot climate would contaminate it. Later, a more successful water vessel was created. They were tubes of wood or sections of canes.",83,489,6,245,20.312,1568392512740,0,1,0,8,1,0.5,3,2,2,10,helvetica,2,laptop,25,female,english,very comfortable,20.6,303.4,0.9,0,FALSE,1
83,calibri,2,24,"Although these canes grew in abundance in this area, another, more effective water vessel came into play. Gourds, which also grew in abundance in these places, were better shapes and held a larger volume of water. To help protect and transport the gourd, it was encased in a net of coarse wicker like rope which was made out of yucca leaves or of flexible splints. The use of this wicker with water-vessels points toward the development of the water-tight basketry of the southwest.",83,482,5,282,17.63,1568392530374,0,1,0,8,1,0.5,3,2,2,10,helvetica,2,laptop,25,female,english,very comfortable,20.6,303.4,0.9,0,FALSE,1
83,helvetica,1,28,"&quot;Viva Garibaldi!&quot; sang a young Italian boy in an uptown street. He held a battered violin that looked as if it had been used for generations. The young singer was twelve years old, but small for his age. In spite of the dirt, his face was strikingly handsome, especially when he smiled. He was always smiling in spite of hardships, which were many in his life. Phil had been wandering the streets, singing and playing for two hours. However, he had not received a penny.",85,480,8,250,20.423,1568392568844,1,0,1,9,1,1,2,1,4,10,helvetica,2,laptop,25,female,english,very comfortable,20.6,303.4,0.9,1,TRUE,1
83,helvetica,2,28,"He was about to change his position when the basement door of one of the houses opened, and a servant came out. &quot;My young master wants to hear you play on your fiddle,&quot; said the servant. &quot;He’s sick, and can’t come out.&quot; Phil followed through the giant house up to the parlor where the sick boy sat. The little fiddler, who had never been invited into a fine house before, looked with admiration at the handsome furniture. He knew that this could be a moment that changed his life.",89,500,7,368,14.505,1568392583353,1,0,1,9,1,1,2,1,4,10,helvetica,2,laptop,25,female,english,very comfortable,20.6,303.4,0.9,1,TRUE,1
83,arial,1,25,"The Navajo reservation is a large area of land in the northeastern part of Arizona and the northwestern corner of New Mexico. The Navaho recognize two distinct classes of hogans, winter huts and summer shelters. Winter huts are a staple of Navajo culture. On the outside, they resemble mounds of earth hollowed out. However, they are warm and comfortable. Decoration on the inside or outside of the houses is uncommon, yet, the hogans are usually referred to as &quot;beautiful.&quot;",79,484,7,228,20.748,1568392615722,0,0,0,10,1,1,2,1,2,10,helvetica,2,laptop,25,female,english,very comfortable,20.6,303.4,0.9,1,FALSE,1
83,arial,2,25,"The rules for building a winter house do not apply to the summer huts. The summer hut is one of the most primitive and simple shelters the Navajo builds. 4 to 5 feet of branches are piled on three sides of a circle 15 or 20 feet in diameter. A fire is built in the center and blankets are thrown over outstanding branches here and there, creating a great amount of shade during the hot summer days. Although it is a makeshift shelter, it is effective to escape from the brutal heat.",92,482,6,372,14.831,1568392630556,0,0,0,10,1,1,2,1,2,10,helvetica,2,laptop,25,female,english,very comfortable,20.6,303.4,0.9,1,FALSE,1
85,times,1,28,"&quot;Viva Garibaldi!&quot; sang a young Italian boy in an uptown street. He held a battered violin that looked as if it had been used for generations. The young singer was twelve years old, but small for his age. In spite of the dirt, his face was strikingly handsome, especially when he smiled. He was always smiling in spite of hardships, which were many in his life. Phil had been wandering the streets, singing and playing for two hours. However, he had not received a penny.",85,480,8,173,29.418,1568392502848,0,0,1,1,1,0.5,2,1,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,0,FALSE,1
85,times,2,28,"He was about to change his position when the basement door of one of the houses opened, and a servant came out. &quot;My young master wants to hear you play on your fiddle,&quot; said the servant. &quot;He’s sick, and can’t come out.&quot; Phil followed through the giant house up to the parlor where the sick boy sat. The little fiddler, who had never been invited into a fine house before, looked with admiration at the handsome furniture. He knew that this could be a moment that changed his life.",89,500,7,270,19.747,1568392522602,0,0,1,1,1,0.5,2,1,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,0,FALSE,1
85,noto_sans,1,26,"It was a white caravan that looked down from the crest of the mountains upon the green wilderness called Kentucky. The travelers saw the land of hope before them, a wide sweep of rolling country, covered with trees. They were alive with interest and curiosity, because this unknown land was to be their home, but no one was more eager than Henry Ware, a strong, fifteen year old boy. The long journey from their old home in Maryland had been a delight to Henry.",84,461,5,200,25.16,1568392582744,0,1,1,2,1,1,1,1,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,FALSE,1
85,noto_sans,2,26,"There were no tearful goodbyes as he left. Henry’s entire family came on the journey: his mother, brother and younger sister were in the fourth wagon from the right, and his father stood beside it. As they moved forward, Henry felt like he was coming home, like he had seen this place before. The forests and the mountains were a friendly sight. He seemed to breathe a newer and fresher air than that of Maryland that he left behind, and his mind expanded with the thought of what was to come.",91,493,6,250,21.828,1568392604586,0,1,1,2,1,1,1,1,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,FALSE,1
85,montserrat,1,25,"The Navajo reservation is a large area of land in the northeastern part of Arizona and the northwestern corner of New Mexico. The Navaho recognize two distinct classes of hogans, winter huts and summer shelters. Winter huts are a staple of Navajo culture. On the outside, they resemble mounds of earth hollowed out. However, they are warm and comfortable. Decoration on the inside or outside of the houses is uncommon, yet, the hogans are usually referred to as &quot;beautiful.&quot;",79,484,7,254,18.645,1568392652730,0,0,0,3,1,0.5,1,1,2,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,0,TRUE,1
85,montserrat,2,25,"The rules for building a winter house do not apply to the summer huts. The summer hut is one of the most primitive and simple shelters the Navajo builds. 4 to 5 feet of branches are piled on three sides of a circle 15 or 20 feet in diameter. A fire is built in the center and blankets are thrown over outstanding branches here and there, creating a great amount of shade during the hot summer days. Although it is a makeshift shelter, it is effective to escape from the brutal heat.",92,482,6,331,16.691,1568392669428,0,0,0,3,1,0.5,1,1,2,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,0,TRUE,1
85,arial,1,19,"There are many ways in which the problem of identifying trees may be approached. In almost every tree there is at least one trait that marks its individuality and separates it from other trees. It may be the general form of the tree, its mode of branching, bark, bud, or fruit. It may be some variation in color, or, in the case of the evergreen trees, it may be the number and position of the needles or leaves. The pines belong to the coniferous class of trees; that is, trees that bear cones.",93,495,6,283,19.743,1568392737936,0,0,0,4,1,1,2,1,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,FALSE,1
85,arial,2,19,"The pines may be identified from the other coniferous trees by their leaves, which are in the form of needles two inches or more in length. The pine needles are arranged in clusters. Each species has a certain number of needles to the cluster. This is one of the simplest and most direct ways of distinguishing the different pines. In the white pine there are five needles to each cluster, in the pitch pine there are three, and in the Scotch pine there are two.",86,463,6,254,20.278,1568392758225,0,0,0,4,1,1,2,1,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,FALSE,1
85,calibri,1,22,"Benjamin Franklin was a great inventor. He believed that the electricity in a Leyden Jar, an antique electrical device consisting of a glass jar and metal foil which could store static electricity, was the same thing as the lightning we see in a thunderstorm. He made a kite out of a silk handkerchief, and fastened a sharp iron point to the upright stick of the kite. One day, when a thunder-storm was coming, Franklin and his son went out to the fields.",82,455,5,362,13.584,1568392792871,1,0,0,5,1,1,1,1,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,FALSE,1
85,calibri,2,22,"The kite was raised; then Franklin tied an iron key to the lower end of the string. After waiting some time, he felt certain that the electricity was coming down the string. He put his knuckle close to the key, and a spark flew out. Next, he took his Leyden Jar and collected the electricity in that. He had made two great discoveries that day: he found out that electricity and lightning are the same thing, and he had also found how to fill his Leyden jar directly from the clouds.",91,483,6,422,12.942,1568392805819,1,0,0,5,1,1,1,1,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,FALSE,1
85,times,1,20,"The dominant member of the solar system is the sun. Its volume is more than a million times that of the earth. Its temperature is far higher than any that can be produced on the earth, even in the most efficient electric furnaces. Tools, like high powered telescopes, are used to show that the sun contains many elements, particularly metals. The stars that seem to fill the sky on a clear night are suns. Many of these stars are much larger and more brilliant than our own sun.",88,478,7,283,18.669,1568392847934,0,0,0,6,1,1,2,2,2,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,FALSE,1
85,times,2,20,"They appear to be relatively faint points of light in the sky because of their enormous distances from us. The nearest of them is so remote that it would take more than four years for its light to come to the solar system; and others, still within the range of large telescopes, are a thousand times more distant. There are only about 5000 stars visible to the naked eye, but great photographic telescopes that are now used, show several hundreds of millions of them.",84,467,4,314,16.035,1568392863985,0,0,0,6,1,1,2,2,2,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,FALSE,1
85,noto_sans,1,23,"On February 12, 1827, two men - Philip E. Thomas and George Brown - held a meeting to determine the best way to restore trade that had been lost in the Baltimore region. The result was a petition to open &quot;The Baltimore and Ohio Railroad Company&quot; which would have the right to build and operate a railroad from the city of Baltimore to the Ohio River. The construction of the railroad began on July 4, 1828.",76,416,5,209,21.777,1568392901145,0,1,0,7,1,0.5,1,1,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,0,FALSE,1
85,noto_sans,2,23,"Charles Carroll, the only surviving signer of the Declaration of Independence, was invited to lay the first stone down to signify the start of construction. He said, &quot;I consider this among the most important acts of my life, second only to my signing the Declaration of Independence.&quot; By 1832, the whole line had been opened, making the railroad a total of seventy-two miles in all. By 1842, the railroad had more than 500 miles of track. This construction began a new era of transportation and efficiency for the American people.",90,540,6,247,21.907,1568392923058,0,1,0,7,1,0.5,1,1,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,0,FALSE,1
85,montserrat,1,24,"The Pueblo region of the United States is historically known as an area where pottery was practiced and worked to perfection. The Pueblos’ first necessity of life is the transportation and preservation of water. In an effort to transport water, the people once tried using skins of animals, but this was unsuccessful as the water sitting in animal skins in a hot climate would contaminate it. Later, a more successful water vessel was created. They were tubes of wood or sections of canes.",83,489,6,219,22.7,1568392995968,0,0,0,8,1,1,1,2,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,TRUE,1
85,montserrat,2,24,"Although these canes grew in abundance in this area, another, more effective water vessel came into play. Gourds, which also grew in abundance in these places, were better shapes and held a larger volume of water. To help protect and transport the gourd, it was encased in a net of coarse wicker like rope which was made out of yucca leaves or of flexible splints. The use of this wicker with water-vessels points toward the development of the water-tight basketry of the southwest.",83,482,5,286,17.443,1568393013416,0,0,0,8,1,1,1,2,1,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,TRUE,1
85,arial,1,21,"At age 15, young Beethoven played the organ every morning at the six o'clock mass in the Minorite church that he and his family attended. As a creative young mind, he took an interest in other composers’ works. He studied Bach’s compositions so much that he was able to play the greater part of the &quot;Well-tempered Clavichord&quot; at twelve years old. As a boy, he was shy and reserved. Instead of playing with children his age, he began learning the art of music composition.",84,481,6,205,24.58,1568393066483,0,0,0,9,1,0.5,2,2,2,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,0,FALSE,1
85,arial,2,21,"In fact, he is said to have written a cantata at the age of ten. When he was seventeen he went to Vienna, Italy. Here, he met Mozart who was at the height of his fame. On his first meeting with Mozart, Beethoven performed a composition influenced by the great composer. In fact, he played with such an effect and such emotion that when he finished, Mozart made a remark that people should, &quot;Pay attention to him. He will make a noise in the world some day.&quot;",87,467,7,264,19.752,1568393086242,0,0,0,9,1,0.5,2,2,2,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,0,FALSE,1
85,calibri,1,27,"It was a bright, warm day when our ship sailed for the regions of the south. There were a number of boys on the ship, but two of them were my favorites. Jack Martin was a tall, broad-shouldered boy of eighteen, with a handsome, good-humoured face. My other companion was Peterkin Jay. He was little, quick, funny, mischievous, and about fourteen years old. Days dragged on as our friendship grew, and after a while, the days started to blur together.",80,450,7,220,21.842,1568393122090,1,0,1,10,1,1,1,1,2,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,FALSE,1
85,calibri,2,27,"When we approached Cape Horn, the weather became very cold and stormy, and the sailors began to tell stories about the furious gales and the dangers of that terrible cape. Nevertheless we passed the dreaded cape without much rough weather. At last we came among the Coral Islands of the Pacific; and I shall never forget the delight when I looked upon the pure white, dazzling shores, and the rich green palm-trees. The three of us longed to be on land once again.",83,464,5,246,20.28,1568393142376,1,0,1,10,1,1,1,1,2,10,montserrat,1,laptop,34,female,english,very comfortable,28.9,264.6,0.8,1,FALSE,1
86,arial,1,24,"The Pueblo region of the United States is historically known as an area where pottery was practiced and worked to perfection. The Pueblos’ first necessity of life is the transportation and preservation of water. In an effort to transport water, the people once tried using skins of animals, but this was unsuccessful as the water sitting in animal skins in a hot climate would contaminate it. Later, a more successful water vessel was created. They were tubes of wood or sections of canes.",83,489,6,489,10.182,1568392146803,0,0,0,1,1,0.5,3,1,1,9,avantgarde,2,desktop,31,male,english,very comfortable,18.5,526.6,0.95,0,FALSE,0.65
86,arial,2,24,"Although these canes grew in abundance in this area, another, more effective water vessel came into play. Gourds, which also grew in abundance in these places, were better shapes and held a larger volume of water. To help protect and transport the gourd, it was encased in a net of coarse wicker like rope which was made out of yucca leaves or of flexible splints. The use of this wicker with water-vessels points toward the development of the water-tight basketry of the southwest.",83,482,5,526,9.471,1568392156276,0,0,0,1,1,0.5,3,1,1,9,avantgarde,2,desktop,31,male,english,very comfortable,18.5,526.6,0.95,0,FALSE,0.65
