id_choice,id_user,font_a,font_b,winning_font,matchup,bracket,dwell_time_a,dwell_time_b,views_a,views_b,width,height,device,step,timestamp,user_type,loser
263,150,utopia,calibri,calibri,3,losers,11058.52,14368.315,4,4,1920,937,Chrome|*|Windows|*|undefined,normal,1567213477330,plt2_mturk,utopia
267,150,noto_sans,avantgarde,noto_sans,4,winners,8907.26,5184.47,3,2,1920,937,Chrome|*|Windows|*|undefined,normal,1567213482264,plt2_mturk,avantgarde
269,150,calibri,avantgarde,avantgarde,5,losers,1174.675,2204.67,1,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213484472,plt2_mturk,calibri
272,150,avantgarde,noto_sans,noto_sans,6,final,3917.565,5642.46,2,2,1920,937,Chrome|*|Windows|*|undefined,normal,1567213488128,plt2_mturk,avantgarde
276,150,avantgarde,utopia,avantgarde,6,validation,5852.43,2347.705,2,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213492203,plt2_mturk,utopia
281,150,calibri,utopia,calibri,6,validation,7014.38,4164.06,3,2,1920,937,Chrome|*|Windows|*|undefined,normal,1567213496136,plt2_mturk,utopia
285,150,calibri,utopia,calibri,6,validation,11477.645,7454.855,3,2,1920,937,Chrome|*|Windows|*|undefined,normal,1567213501403,plt2_mturk,utopia
352,150,montserrat,avenir_next,montserrat,1,winners,3979.565,1735.76,2,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213696422,plt2_mturk,avenir_next
356,150,times,oswald,times,2,winners,11043.67,8194.86,4,3,1920,937,Chrome|*|Windows|*|undefined,normal,1567213701834,plt2_mturk,oswald
359,150,oswald,avenir_next,avenir_next,3,losers,1062.81,2591.73,1,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213704429,plt2_mturk,oswald
361,150,times,montserrat,montserrat,4,winners,1127.88,2144.815,1,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213706576,plt2_mturk,times
363,150,avenir_next,times,avenir_next,5,losers,3668.645,1477.195,2,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213709316,plt2_mturk,times
366,150,avenir_next,montserrat,montserrat,6,final,2216.775,3458.765,2,2,1920,937,Chrome|*|Windows|*|undefined,normal,1567213711555,plt2_mturk,avenir_next
367,150,avenir_next,oswald,avenir_next,6,validation,3446.52,1297.63,2,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213714246,plt2_mturk,oswald
369,150,montserrat,avenir_next,montserrat,6,validation,3507.595,1692.73,2,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213716648,plt2_mturk,avenir_next
370,150,montserrat,times,montserrat,6,validation,3453.66,1595.825,2,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213718992,plt2_mturk,times
431,150,arial,roboto,arial,1,winners,4579.34,2157.62,2,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213864435,plt2_mturk,roboto
436,150,lato,poynter_gothic_text,poynter_gothic_text,2,winners,5098.37,7241.505,2,2,1920,937,Chrome|*|Windows|*|undefined,normal,1567213869937,plt2_mturk,lato
439,150,lato,roboto,roboto,3,losers,5924.21,7677.225,3,3,1920,937,Chrome|*|Windows|*|undefined,normal,1567213873505,plt2_mturk,lato
441,150,poynter_gothic_text,arial,arial,4,winners,857.885,2180.84,1,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213875688,plt2_mturk,poynter_gothic_text
442,150,roboto,poynter_gothic_text,roboto,5,losers,2884.57,1237.795,2,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213877729,plt2_mturk,poynter_gothic_text
447,150,roboto,arial,arial,6,final,5369.125,7351.7,3,3,1920,937,Chrome|*|Windows|*|undefined,normal,1567213881694,plt2_mturk,roboto
450,150,arial,poynter_gothic_text,arial,6,validation,4129.12,1655.635,2,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213884538,plt2_mturk,poynter_gothic_text
453,150,arial,poynter_gothic_text,arial,6,validation,3947.395,1738.73,2,1,1920,937,Chrome|*|Windows|*|undefined,normal,1567213887212,plt2_mturk,poynter_gothic_text
459,150,arial,roboto,arial,6,validation,10142.49,6684.52,3,2,1920,937,Chrome|*|Windows|*|undefined,normal,1567213892138,plt2_mturk,roboto
552,150,open_sans,noto_sans,open_sans,1,winners,4594.645,1969.84,2,1,1920,937,Chrome|*|Windows|*|undefined,final,1567214044278,plt2_mturk,noto_sans
553,150,montserrat,arial,montserrat,2,winners,2631.465,1182.77,2,1,1920,937,Chrome|*|Windows|*|undefined,final,1567214046092,plt2_mturk,arial
555,150,arial,noto_sans,noto_sans,3,losers,1795.77,2708.55,2,2,1920,937,Chrome|*|Windows|*|undefined,final,1567214047912,plt2_mturk,arial
556,150,montserrat,open_sans,open_sans,4,winners,443.045,1310.035,1,1,1920,937,Chrome|*|Windows|*|undefined,final,1567214049224,plt2_mturk,montserrat
557,150,noto_sans,montserrat,montserrat,5,losers,730.775,1634.765,1,1,1920,937,Chrome|*|Windows|*|undefined,final,1567214050862,plt2_mturk,noto_sans
558,150,open_sans,montserrat,montserrat,6,final,2317.64,3802.425,2,2,1920,937,Chrome|*|Windows|*|undefined,final,1567214053600,plt2_mturk,open_sans
560,150,montserrat,open_sans,montserrat,7,final,3123.48,1335.705,2,1,1920,937,Chrome|*|Windows|*|undefined,final,1567214055999,plt2_mturk,open_sans
563,150,noto_sans,arial,noto_sans,7,validation,3578.565,1589.72,2,1,1920,937,Chrome|*|Windows|*|undefined,final,1567214058263,plt2_mturk,arial
564,150,montserrat,noto_sans,montserrat,7,validation,2623.655,1385.23,2,1,1920,937,Chrome|*|Windows|*|undefined,final,1567214060150,plt2_mturk,noto_sans
565,150,noto_sans,arial,noto_sans,7,validation,2746.71,1132.89,2,1,1920,937,Chrome|*|Windows|*|undefined,final,1567214062226,plt2_mturk,arial
61,151,comic_sans,raleway,raleway,1,winners,36254.84,42377.365,5,5,1680,858,Chrome|*|Windows|*|undefined,training,1567212905702,plt2_mturk,comic_sans
62,151,verdana,georgia,georgia,2,winners,15400.605,21102.875,3,3,1680,858,Chrome|*|Windows|*|undefined,training,1567212916875,plt2_mturk,verdana
63,151,verdana,comic_sans,verdana,3,losers,10047.05,4999.46,2,1,1680,858,Chrome|*|Windows|*|undefined,training,1567212923577,plt2_mturk,comic_sans
65,151,georgia,raleway,georgia,4,winners,23733.325,16402.955,4,3,1680,858,Chrome|*|Windows|*|undefined,training,1567212934773,plt2_mturk,raleway
67,151,verdana,raleway,verdana,5,losers,9530.3,4859.255,2,1,1680,858,Chrome|*|Windows|*|undefined,training,1567212941107,plt2_mturk,raleway
71,151,georgia,verdana,georgia,6,final,13999.45,7936.58,3,2,1680,858,Chrome|*|Windows|*|undefined,training,1567212949305,plt2_mturk,verdana
101,151,avantgarde,lato,lato,1,winners,6166.78,10280.885,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213029990,plt2_mturk,avantgarde
102,151,noto_sans,montserrat,noto_sans,2,winners,6941.03,2796.335,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213035476,plt2_mturk,montserrat
103,151,avantgarde,montserrat,montserrat,3,losers,10003.5,13601.75,3,3,1680,858,Chrome|*|Windows|*|undefined,normal,1567213041296,plt2_mturk,avantgarde
104,151,noto_sans,lato,lato,4,winners,7155.275,12267.385,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213048168,plt2_mturk,noto_sans
105,151,noto_sans,montserrat,noto_sans,5,losers,7631.345,3495.595,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213053560,plt2_mturk,montserrat
106,151,noto_sans,lato,lato,6,final,2164.155,5428.47,1,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213058990,plt2_mturk,noto_sans
111,151,lato,noto_sans,noto_sans,6,validation,5799.48,8815.76,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213065044,plt2_mturk,lato
114,151,lato,avantgarde,lato,6,validation,4056.715,1922.17,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213068028,plt2_mturk,avantgarde
118,151,montserrat,avantgarde,montserrat,6,validation,8970.865,5964.67,3,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213072602,plt2_mturk,avantgarde
143,151,calibri,open_sans,calibri,1,winners,20780.865,13296.095,3,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213203304,plt2_mturk,open_sans
144,151,helvetica,times,times,2,winners,4966.32,8418.535,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213208540,plt2_mturk,helvetica
146,151,open_sans,helvetica,open_sans,3,losers,7412.905,3697.39,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213213846,plt2_mturk,helvetica
148,151,times,calibri,times,4,winners,6772.57,3246.165,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213218861,plt2_mturk,calibri
150,151,calibri,open_sans,calibri,5,losers,8045.39,3957.545,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213224129,plt2_mturk,open_sans
154,151,times,calibri,calibri,6,final,4094.185,7804.31,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213229389,plt2_mturk,times
159,151,times,calibri,times,7,final,11530.975,7366.38,3,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213235691,plt2_mturk,calibri
163,151,open_sans,helvetica,helvetica,7,validation,4314.315,6278.64,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213239627,plt2_mturk,open_sans
172,151,times,calibri,calibri,7,validation,22990.025,27330.26,4,4,1680,858,Chrome|*|Windows|*|undefined,normal,1567213249965,plt2_mturk,times
178,151,calibri,times,calibri,7,validation,12083.695,8326.84,3,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213255686,plt2_mturk,times
218,151,franklin_gothic,garamond,garamond,1,winners,7549.625,10878.82,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213383503,plt2_mturk,franklin_gothic
222,151,poynter_gothic_text,roboto,poynter_gothic_text,2,winners,6568.805,2911.325,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213388488,plt2_mturk,roboto
225,151,franklin_gothic,roboto,roboto,3,losers,4808.73,7256.9,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213393396,plt2_mturk,franklin_gothic
227,151,garamond,poynter_gothic_text,garamond,4,winners,4766.61,1806.24,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213397292,plt2_mturk,poynter_gothic_text
229,151,roboto,poynter_gothic_text,poynter_gothic_text,5,losers,9298.53,13662.515,3,3,1680,858,Chrome|*|Windows|*|undefined,normal,1567213405280,plt2_mturk,roboto
230,151,poynter_gothic_text,garamond,garamond,6,final,3922.475,6470.695,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213409666,plt2_mturk,poynter_gothic_text
233,151,garamond,poynter_gothic_text,poynter_gothic_text,6,validation,5038.93,7024.865,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213414746,plt2_mturk,garamond
235,151,roboto,franklin_gothic,roboto,6,validation,4056.57,1930.155,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213417910,plt2_mturk,franklin_gothic
237,151,roboto,franklin_gothic,roboto,6,validation,4634.39,2126.105,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213421246,plt2_mturk,franklin_gothic
296,151,avenir_next,oswald,avenir_next,1,winners,5596.04,2678.02,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213566268,plt2_mturk,oswald
299,151,arial,utopia,utopia,2,winners,4540.38,7564.48,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213571186,plt2_mturk,arial
300,151,oswald,arial,arial,3,losers,3482.99,5212.96,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213574488,plt2_mturk,oswald
303,151,avenir_next,utopia,utopia,4,winners,3824.515,5694.475,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213578104,plt2_mturk,avenir_next
305,151,avenir_next,arial,arial,5,losers,4103.015,6775.04,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213582209,plt2_mturk,avenir_next
306,151,arial,utopia,utopia,6,final,4199.265,6647.485,2,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213586170,plt2_mturk,arial
309,151,utopia,arial,utopia,6,validation,7714.985,4856.405,3,2,1680,858,Chrome|*|Windows|*|undefined,normal,1567213590408,plt2_mturk,arial
311,151,utopia,arial,utopia,6,validation,4944.91,2188.34,2,1,1680,858,Chrome|*|Windows|*|undefined,normal,1567213594008,plt2_mturk,arial
314,151,utopia,arial,utopia,6,validation,17199.585,12557.22,4,3,1680,858,Chrome|*|Windows|*|undefined,normal,1567213601916,plt2_mturk,arial
354,151,times,utopia,times,1,winners,8397.725,4106.685,2,1,1680,858,Chrome|*|Windows|*|undefined,final,1567213699384,plt2_mturk,utopia
358,151,lato,garamond,garamond,2,winners,5514.28,8904.25,2,2,1680,858,Chrome|*|Windows|*|undefined,final,1567213705174,plt2_mturk,lato
362,151,lato,utopia,lato,3,losers,4661.715,2397.785,2,1,1680,858,Chrome|*|Windows|*|undefined,final,1567213708750,plt2_mturk,utopia
365,151,times,garamond,garamond,4,winners,4042.76,6332.94,2,2,1680,858,Chrome|*|Windows|*|undefined,final,1567213712888,plt2_mturk,times
368,151,lato,times,times,5,losers,4366.805,6743.07,2,2,1680,858,Chrome|*|Windows|*|undefined,final,1567213717236,plt2_mturk,lato
372,151,garamond,times,garamond,6,final,5302.82,2234.295,2,1,1680,858,Chrome|*|Windows|*|undefined,final,1567213721288,plt2_mturk,times
373,151,lato,utopia,utopia,6,validation,3004.535,4974.625,2,2,1680,858,Chrome|*|Windows|*|undefined,final,1567213724544,plt2_mturk,lato
374,151,times,lato,times,6,validation,7329.075,4650.685,3,2,1680,858,Chrome|*|Windows|*|undefined,final,1567213728308,plt2_mturk,lato
376,151,garamond,times,garamond,6,validation,6986.765,4462.4,3,2,1680,858,Chrome|*|Windows|*|undefined,final,1567213731940,plt2_mturk,times
64,152,raleway,comic_sans,comic_sans,1,winners,26530.435,30085.175,2,2,2133,1041,Chrome|*|Windows|*|undefined,training,1567212899705,plt2_mturk,raleway
66,152,verdana,georgia,georgia,2,winners,8900.075,12336.76,3,3,2133,1041,Chrome|*|Windows|*|undefined,training,1567212907042,plt2_mturk,verdana
68,152,verdana,raleway,verdana,3,losers,11072.25,7184.2,3,2,2133,1041,Chrome|*|Windows|*|undefined,training,1567212912780,plt2_mturk,raleway
69,152,georgia,comic_sans,comic_sans,4,winners,1088.93,2623.075,1,1,2133,1041,Chrome|*|Windows|*|undefined,training,1567212915405,plt2_mturk,georgia
72,152,georgia,verdana,georgia,5,losers,8858.35,5630.11,3,2,2133,1041,Chrome|*|Windows|*|undefined,training,1567212920630,plt2_mturk,verdana
73,152,georgia,comic_sans,comic_sans,6,final,1293.215,2583.745,1,1,2133,1041,Chrome|*|Windows|*|undefined,training,1567212923216,plt2_mturk,georgia
107,152,montserrat,garamond,montserrat,1,winners,13828.21,9682.57,4,3,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213030543,plt2_mturk,garamond
112,152,franklin_gothic,roboto,franklin_gothic,2,winners,11127.605,6672.02,3,2,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213036940,plt2_mturk,roboto
115,152,garamond,roboto,roboto,3,losers,1195.485,2508.775,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213039451,plt2_mturk,garamond
117,152,franklin_gothic,montserrat,franklin_gothic,4,winners,3989.89,1572.335,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213042427,plt2_mturk,montserrat
121,152,roboto,montserrat,roboto,5,losers,3919.26,1392.565,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213045596,plt2_mturk,montserrat
123,152,roboto,franklin_gothic,franklin_gothic,6,final,4781.205,7521.58,2,2,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213050836,plt2_mturk,roboto
125,152,roboto,garamond,roboto,6,validation,5255.825,2447.91,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213054359,plt2_mturk,garamond
129,152,roboto,garamond,roboto,6,validation,12781.645,7929.365,3,2,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213060553,plt2_mturk,garamond
131,152,franklin_gothic,montserrat,franklin_gothic,6,validation,13784.12,9227.98,3,2,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213067919,plt2_mturk,montserrat
152,152,oswald,calibri,oswald,1,winners,8835.555,5275.69,3,2,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213197048,plt2_mturk,calibri
153,152,avenir_next,lato,lato,2,winners,987.11,2303.31,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213199353,plt2_mturk,avenir_next
155,152,avenir_next,calibri,calibri,3,losers,658.6,1689.605,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213201046,plt2_mturk,avenir_next
158,152,oswald,lato,oswald,4,winners,3962.155,1537.55,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213204013,plt2_mturk,lato
160,152,calibri,lato,lato,5,losers,3260.68,4956.72,2,2,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213207194,plt2_mturk,calibri
165,152,lato,oswald,oswald,6,final,5208.82,6787.915,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213213984,plt2_mturk,lato
167,152,calibri,avenir_next,calibri,6,validation,3799.935,1629.49,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213216734,plt2_mturk,avenir_next
171,152,lato,avenir_next,lato,6,validation,4065.575,1779.505,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213219571,plt2_mturk,avenir_next
175,152,lato,calibri,lato,6,validation,8421.35,5257.115,3,2,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213223917,plt2_mturk,calibri
210,152,avantgarde,open_sans,avantgarde,1,winners,5345.825,2305.38,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213341826,plt2_mturk,open_sans
211,152,arial,noto_sans,noto_sans,2,winners,875.58,2083.59,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213343913,plt2_mturk,arial
212,152,arial,open_sans,arial,3,losers,2534.89,1219.33,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213345755,plt2_mturk,open_sans
213,152,noto_sans,avantgarde,avantgarde,4,winners,920.26,1954.25,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213347711,plt2_mturk,noto_sans
215,152,arial,noto_sans,noto_sans,5,losers,863.285,1801.42,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213349515,plt2_mturk,arial
216,152,noto_sans,avantgarde,avantgarde,6,final,985.075,2001.26,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213351518,plt2_mturk,noto_sans
219,152,noto_sans,arial,noto_sans,6,validation,6100.935,4080.685,3,2,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213355068,plt2_mturk,arial
221,152,avantgarde,noto_sans,avantgarde,6,validation,3866.77,1758.3,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213357735,plt2_mturk,noto_sans
223,152,noto_sans,arial,noto_sans,6,validation,4070.215,1891.625,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213360492,plt2_mturk,arial
277,152,utopia,times,times,1,winners,1914.165,3294.315,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213465278,plt2_mturk,utopia
279,152,helvetica,poynter_gothic_text,helvetica,2,winners,2302.4,1109.68,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213467094,plt2_mturk,poynter_gothic_text
282,152,poynter_gothic_text,utopia,utopia,3,losers,772.03,2050.59,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213469148,plt2_mturk,poynter_gothic_text
283,152,times,helvetica,helvetica,4,winners,521.2399999,2150.395,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213471301,plt2_mturk,times
286,152,utopia,times,utopia,5,losers,5896.88,3581.345,3,2,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213474769,plt2_mturk,times
287,152,helvetica,utopia,utopia,6,final,767.265,2381.395,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213477152,plt2_mturk,helvetica
289,152,utopia,helvetica,utopia,7,final,2767.905,1258.545,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213479282,plt2_mturk,helvetica
291,152,utopia,poynter_gothic_text,poynter_gothic_text,7,validation,980.08,2261.485,1,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213481545,plt2_mturk,utopia
292,152,utopia,times,utopia,7,validation,5855.505,3359.985,3,2,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213485024,plt2_mturk,times
293,152,helvetica,times,helvetica,7,validation,3130.84,1263.23,2,1,2133,1041,Chrome|*|Windows|*|undefined,normal,1567213487506,plt2_mturk,times
325,152,oswald,avantgarde,oswald,1,winners,4385.575,1661.955,2,1,2133,1041,Chrome|*|Windows|*|undefined,final,1567213605103,plt2_mturk,avantgarde
327,152,franklin_gothic,utopia,utopia,2,winners,876.36,2221.385,1,1,2133,1041,Chrome|*|Windows|*|undefined,final,1567213607326,plt2_mturk,franklin_gothic
330,152,avantgarde,franklin_gothic,avantgarde,3,losers,2755.96,1179.85,2,1,2133,1041,Chrome|*|Windows|*|undefined,final,1567213609401,plt2_mturk,franklin_gothic
331,152,utopia,oswald,oswald,4,winners,1247.985,2359.09,1,1,2133,1041,Chrome|*|Windows|*|undefined,final,1567213611762,plt2_mturk,utopia
332,152,utopia,avantgarde,avantgarde,5,losers,663.2450001,2165.515,1,1,2133,1041,Chrome|*|Windows|*|undefined,final,1567213613930,plt2_mturk,utopia
334,152,oswald,avantgarde,oswald,6,final,3371.65,1616.34,2,1,2133,1041,Chrome|*|Windows|*|undefined,final,1567213616240,plt2_mturk,avantgarde
335,152,avantgarde,franklin_gothic,avantgarde,6,validation,3709.495,1632.35,2,1,2133,1041,Chrome|*|Windows|*|undefined,final,1567213618927,plt2_mturk,franklin_gothic
337,152,oswald,avantgarde,oswald,6,validation,3828.88,1757.335,2,1,2133,1041,Chrome|*|Windows|*|undefined,final,1567213621818,plt2_mturk,avantgarde
339,152,utopia,franklin_gothic,franklin_gothic,6,validation,3063.35,4759.52,2,2,2133,1041,Chrome|*|Windows|*|undefined,final,1567213624936,plt2_mturk,utopia
199,153,comic_sans,georgia,comic_sans,1,winners,110505,83035,5,4,1440,771,Firefox|*|Mac OS|*|undefined,training,1567213290043,plt2_mturk,georgia
205,153,raleway,verdana,raleway,2,winners,50357,29675,4,3,1440,771,Firefox|*|Mac OS|*|undefined,training,1567213316920,plt2_mturk,verdana
208,153,georgia,verdana,georgia,3,losers,77059,53690,4,3,1440,771,Firefox|*|Mac OS|*|undefined,training,1567213352064,plt2_mturk,verdana
209,153,raleway,comic_sans,raleway,4,winners,30790,15666,3,2,1440,771,Firefox|*|Mac OS|*|undefined,training,1567213369539,plt2_mturk,comic_sans
232,153,comic_sans,georgia,georgia,5,losers,51721,78054,3,3,1440,771,Firefox|*|Mac OS|*|undefined,training,1567213412137,plt2_mturk,comic_sans
236,153,georgia,raleway,raleway,6,final,9579,13454,3,3,1440,771,Firefox|*|Mac OS|*|undefined,training,1567213418117,plt2_mturk,georgia
294,153,franklin_gothic,montserrat,montserrat,1,winners,18077,22971,3,3,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213558196,plt2_mturk,franklin_gothic
301,153,roboto,helvetica,roboto,2,winners,41147,32966,6,5,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213575334,plt2_mturk,helvetica
304,153,franklin_gothic,helvetica,helvetica,3,losers,4965,7393,2,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213580873,plt2_mturk,franklin_gothic
308,153,montserrat,roboto,roboto,4,winners,10382,15827,3,3,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213589629,plt2_mturk,montserrat
313,153,montserrat,helvetica,helvetica,5,losers,7285,12954,2,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213600045,plt2_mturk,montserrat
322,153,roboto,helvetica,roboto,6,final,128689,111972,10,9,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213626778,plt2_mturk,helvetica
328,153,helvetica,montserrat,helvetica,6,validation,22099,14981,4,3,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213636626,plt2_mturk,montserrat
333,153,helvetica,montserrat,helvetica,6,validation,10442,5612,2,1,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213643819,plt2_mturk,montserrat
338,153,roboto,montserrat,roboto,6,validation,19026,13587,4,3,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213651097,plt2_mturk,montserrat
432,153,calibri,lato,lato,1,winners,5083,7399,2,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213865545,plt2_mturk,calibri
437,153,avantgarde,utopia,avantgarde,2,winners,9081,6410,3,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213870887,plt2_mturk,utopia
444,153,utopia,calibri,calibri,3,losers,9288,14366,3,3,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213879009,plt2_mturk,utopia
445,153,lato,avantgarde,lato,4,winners,4036,1634,2,1,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213882111,plt2_mturk,avantgarde
451,153,calibri,avantgarde,avantgarde,5,losers,3856,5926,2,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213886087,plt2_mturk,calibri
455,153,lato,avantgarde,lato,6,final,4047,1600,2,1,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213889154,plt2_mturk,avantgarde
460,153,lato,calibri,lato,6,validation,7471,4600,3,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213893138,plt2_mturk,calibri
465,153,lato,calibri,lato,6,validation,6007,2623,2,1,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213897142,plt2_mturk,calibri
470,153,lato,avantgarde,lato,6,validation,4558,2157,2,1,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567213900370,plt2_mturk,avantgarde
594,153,open_sans,arial,arial,1,winners,14526,17976,2,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567214133044,plt2_mturk,open_sans
599,153,oswald,times,times,2,winners,4016,6534,2,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567214137710,plt2_mturk,oswald
602,153,open_sans,oswald,open_sans,3,losers,6574,4276,3,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567214141464,plt2_mturk,oswald
608,153,times,arial,arial,4,winners,2750,5402,2,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567214145214,plt2_mturk,times
613,153,open_sans,times,open_sans,5,losers,3802,1628,2,1,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567214148042,plt2_mturk,times
618,153,open_sans,arial,arial,6,final,3243,5364,2,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567214151825,plt2_mturk,open_sans
620,153,open_sans,oswald,open_sans,6,validation,6153,3854,3,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567214155142,plt2_mturk,oswald
625,153,arial,times,arial,6,validation,3595,1540,2,1,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567214157881,plt2_mturk,times
629,153,open_sans,oswald,open_sans,6,validation,4964,1914,2,1,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567214162049,plt2_mturk,oswald
790,153,avenir_next,noto_sans,noto_sans,1,winners,4789,6470,2,2,1440,771,Firefox|*|Mac OS|*|undefined,normal,1567214446288,plt2_mturk,avenir_next
